subscriber_id,data_gb_mean,voice_min_mean,sms_count_mean,roaming_days_mean,countries_visited_mean,night_usage_ratio_mean,weekend_usage_ratio_mean,avg_session_mb_mean,active_days_mean,plan_tier_mean,lines_total_mean,lines_active_mean,data_trend,voice_trend,roaming_trend,lines_trend,active_line_ratio,roaming_days_ratio,roaming_intensity,data_per_active_line,pct_idle_lines,sms_per_gb,voice_per_active_day,data_per_active_day,session_intensity,evening_peak_share,weekend_share,plan_usage_gap,device_smartphone_share
SUB00001,3.969023624356588,49.76709046837561,17.12726247962034,0.6898057306776689,0.23507594696430942,0.34709675448547794,0.4469387153953652,23.670407179026483,14.60597661422459,1.0,1.0,1.0,0.46580025645790235,0.2778737085749438,0.1048726629852936,0.0,1.0,0.022993524355922296,0.005405224512015347,3.969023624356588,0.0,4.31523319098329,3.407310019920751,0.2717396945912677,93.94840529169589,0.34709675448547794,0.4469387153953652,0.9206195275128682,1.0
SUB00002,111.26180880594681,219.18825302190513,27.751366129549215,0.5636268457774649,0.8367339655454441,0.48229547528424793,0.4434782689472277,616.7929365776428,19.08824090288795,3.5008769833897784,1.6666666666666667,1.283106966346005,0.8107372570234225,5.747570822124259,0.017994238429191078,0.0032849116498798415,0.769864179807603,0.018787561525915496,0.015720190858508287,144.52134769246217,0.23013582019239698,0.24942400656051475,11.482894318917733,5.828814156945887,68625.49778236017,0.48229547528424793,0.4434782689472277,1.2756408072708423,1.0
SUB00003,40.62007735705532,301.3432142153652,48.16390635868245,13.820102825733295,7.239799134801571,0.347337250185945,0.4395836027107709,228.25799273116942,16.575114661693885,2.2735880433335702,1.5,1.2558884976942293,-0.83970130079352,-6.910341864082437,-0.10485512523964027,-0.014142620947679293,0.8372589984628195,0.4606700941911098,3.3351589493537555,48.515545884406706,0.1627410015371805,1.1857167561576993,18.180460308476057,2.4506664470280155,9271.857322106274,0.347337250185945,0.4395836027107709,1.4611864961924637,1.0
SUB00004,8.491548461399196,1570.3812211580605,57.30531284844265,0.9094242397635277,0.8837080393529918,0.3012572954716071,0.4425121553721498,37.23400310775998,21.150699643674674,1.5531549257558794,1.0,1.0,0.11148903356644735,-7.145616186353406,-0.054186457652813734,0.0,1.0,0.030314141325450922,0.02678885039538374,8.491548461399196,0.0,6.748511547562923,74.2472470232302,0.4014783720849006,316.17434180143215,0.3012572954716071,0.4425121553721498,1.3833239565278954,1.0
SUB00005,66.11733526294067,624.5791420898618,97.31071332614432,3.397475205171452,2.6714120522244915,0.4947915925531947,0.3595071551777278,380.90666684642616,17.93400588641627,3.330065061253191,3.5,2.8587541949079793,0.6934104511222737,-2.8276684507691714,-0.0944262717109698,0.01186740623490744,0.8167869128308513,0.11324917350571506,0.30253520700762976,80.9480835506885,0.18321308716914878,1.471788191994601,34.82652710418345,3.6867019940603365,25184.533795774405,0.4947915925531947,0.3595071551777278,2.0077183559943776,1.0
SUB00006,10.739355005331001,119.10233989732251,27.007925691682487,0.7543389809196688,0.6315105065151793,0.305015972388526,0.4269745047633886,55.60387018809282,14.798025858899075,1.0,1.75,0.7143856503186806,0.7731349351453131,1.9357579658753374,-0.016728146264207253,-0.021703895230909265,0.40822037161067465,0.025144632697322294,0.01587909973082414,26.307739035555215,0.5917796283893253,2.5148554711410314,8.048528974944185,0.7257288984173984,597.1497016202699,0.305015972388526,0.4269745047633886,0.78521289989338,1.0
SUB00007,129.8912309206771,416.06273764868865,41.59004058065805,6.126836510895832,2.794446539689049,0.3612624907851198,0.39344360167232817,609.4113711181594,17.509653703148953,4.566871615249342,1.4166666666666667,1.2023403746467192,-0.11665356248629881,3.411591721630256,0.1436503086423575,0.0135498287331455,0.8487108526918017,0.20422788369652775,0.5707039029037796,153.04532810993217,0.15128914730819829,0.3201912884023445,23.761905558067294,7.418263840210463,79157.19313159528,0.3612624907851198,0.39344360167232817,1.9690469968358002,1.0
SUB00008,2.0779038950523616,32.43896793245973,18.07456094756804,0.5860155924488595,0.3037674220917587,0.40222736427591865,0.43751449232943074,10.548238132140723,18.92233625039115,1.0,1.0,1.0,0.1130944498479827,-0.0559693707105123,0.07703013980221579,0.0,1.0,0.01953385308162865,0.005933748194125492,2.0779038950523616,0.0,8.698458571931488,1.7143215036034027,0.10981222760003582,21.918225100715055,0.40222736427591865,0.43751449232943074,0.9584419220989527,1.0
SUB00009,112.80718122526464,216.14539169250077,30.368170442720224,2.0695028378754246,1.0778986796997523,0.4450225679160696,0.42410298267331953,588.9199653350873,19.7060101783868,3.4708012897337426,1.25,1.0856508282278312,0.4252545046566446,-2.750125893197967,0.1953697984476074,0.02708779788506844,0.868520662582265,0.06898342792918082,0.07435714588602702,129.88428034615666,0.13147933741773504,0.2692042307313577,10.96850096675405,5.724506391912328,66434.40125673177,0.4450225679160696,0.42410298267331953,1.2146576652284495,1.0
SUB00010,43.58229920534868,282.18122347715286,49.091136446127365,14.11822238678347,7.326730201568419,0.3495004989711621,0.49910987419585046,204.40317309947645,17.18874590822389,2.4296245023399576,1.5833333333333333,1.225105625769888,0.15029221506000365,-1.4896953081620083,-0.08196795965537029,-0.04693481767823078,0.7737509215388767,0.47060741289278235,3.4480135451235276,56.326006201931115,0.22624907846112333,1.1264007943872454,16.416626610446567,2.5355136109433616,8908.360248544062,0.3495004989711621,0.49910987419585046,1.557978518232984,1.0
